Comment	sentiment
I used to in that situation, dulu cuma mikir klo menjalin ikatan emosional sesama jenis tuh bikin nyaman, but i was wrong, tingkat ego dunia pelangi melebihi hubungan yg normal, terjebak selama 3.5 tahun (2012-2016) dan cukup buat saya memfilter siapa yg harus saya jadikan teman (pengaruh lingkungan berperan besar) tapi saya dapat bnyk pelajaran hidup, alhamdulillah sekarang sudah menikah (1 tahun berjalan) dan suami sudah tau masa lalu dan alhamdulillahnya ikhlas menerima. Allah maha baik, Dia menunjukan kalau jalan saya salah dan Dia memilih pendamping yg baik. Buat temen2 lgbt yg lain, semangat menjemput hidayahNya, percaya deh pasti msh bnyk diluar sana yg menerima masalalumu dgn ikhlas, dunia belok cm akan menyisakan penyesalan mendalam nanti (sayapun sampe saat ini menyesal). Allah Maha Pengampun dan penerima tobat...	0
pas nanya ke temen kenapa ga jauhin gue pas gue udah coming out as pan, dia nyantuy bilang &quot; lo gabakal naksir gue sih santuy aja&quot;😂  ni orang open minded dapet darimana asli😭	1
<a href="https://www.youtube.com/watch?v=1p80RXuWF54&amp;t=13m10s">13:10</a> banyak bgt kak di indo kaya gitu, biasanya straight takut kalo si tmn yg lgbt nya ini suka sama dia lol yakali sih, selera dia jg tinggi kali, mana selera sm homophobic😭<br><br><br>Edit: btw thank u kak udah bantu educate orang2 lewat video ini&lt;3	2
Glowing sampe ke pundak&quot;nya😍😍	2
Say no to LGBT. Gk ada 1 agama pun yg mendukung LGBT. Kembalilah ke kodrat kalian	0
Mau ngelurusin nih.. Sebagai santri/anak pondok alhamdulillah tidak ada pergaulan seperti itu.. Kita disana belajar agama untuk memperkuat keimanan dan rasa takut kepada Allah swt. Jikalau ada yang menyimpang murni dari diri pribadi..bukan pondok yang mengajarkan.<br><br>Mohon jangan disamaratakan yaa.. Sedih dengernya..	0
Aku suka liat cowok x cowok, aku juga menghargai lgbt. Tapi aku masih normal kok, masih suka cowok. Tapi kalo liat BL suka gemes, oh ya btw aku cewek.	1
aku gay and i am so happy, ibu aku cuma bilang, sekarang kamu sudah besar le, sudah bisa memutuskan jalan.hidupmu, apapun yg kamu lakukan asal gak merugikan org lain, ibu dukung.	1
<a href="https://www.youtube.com/watch?v=1p80RXuWF54&amp;t=8m37s">8:37</a><br>Bisa saja dia Queer. <br>Queer itu istilah payung buat yang masih mencari Orientasi seksnya yang kemungkinan Hetero atau mungkin non-hetero<br>Queer sendiri pengertiannya sedikit membingungkan	2
Klo sama org lain, mungkin kita yg &quot;straight&quot; bisa menghargai org yg lgbt. Tapi gw tanya nih, coba jawab jujur yaaa, kalau seandainya anak darah dagingmu sendiri yg jadi lgbt, apakah kamu akan menghargai anakmu sebagaimana kamu menghargai temanmu yg lgbt?	0
Aku pengalaman ni, dulu waktu masih kerja di sebuah dealer besar, aku masih SPG baru, training gitu, nahh pas baru baru kerja, ada pegawai lama, cewe cantik body goals, menurut ku perfect dya, awal awal ketemu biasa aja, dya minta no wa bbm, tapigak aku ksk karena belum punya itu, trs lama lama dya tambah deket deketin aku dongg, trs temenku bilang dya suka aku, katanya aku ini sesuai dengan keinginan nya, body kecil kurus rambut panjang, asemmm, semenjak itu jadi takut ketemu dya, bahkan selalu menghindar dan akhirnya aku resign karena kata temenku dya ngejar aku melulu, dengan alasan cinta mati, padahal waktu itu aku udah punya pacar, dan pacar ku laki laki tulen, hiiii	0
<a href="https://www.youtube.com/watch?v=1p80RXuWF54&amp;t=2m27s">2:27</a> bener kak aku dulu di pondok gitu kak akhir nya pa sma kluar dari pondok sampe skarang pun kuliah belu cerita sama ortu plus trauma juga tapi masih suka cewek😥😥😥😥	0
Sekali2 cutime yg temanya moment teromantis bareng pasangan dong kak	2
<a href="https://www.youtube.com/watch?v=1p80RXuWF54&amp;t=2m16s">2:16</a> emang si di pesantren banyak banget tapi yang gituan di bully+di jauhi	2
Kak rachel, cute time pertama kali Datang bulan dong kak, kan suka ada tuh mitos2 lucu, serem dan kocak nya gtt.. 😁😁🤗🤗	2
Kalo menurutku emang lgbt bukan gangguan jiwa tapi gaguan iblis biar kayak kaumnya nabi luth.	0
Dalam hal ini seharusnya sih gak masalah ya...<br>Karna anak2 muda jaman sekarang open mind udah perpendidikan...<br>Mainya udah pada jauh2... jadi untuk minoritas bisa diterima dgn baik...<br>Walau orng tua yg susah diajak kompromi karna jaman mereka masih taboo gak seperti sekarang<br><br>Lebih baik benci para koruptor noh...	1
Ngeri yaaa trnyta byk juga di Indonesia yg LGBT ,, smga mndpt hidayah yaaa..	0
Alhamdulillah gua lahir masih ngikutin jalan lurus	0
Aku bersukur untuk menjadi diriku sendiri I love myself. I love my sexuality LGBT community 💖🌈🥰	1
Klo lgpt dr msh kecil it kita bs memaklumumin ,tp klo udah gede it aslinya bkn dr janin sdh ad it psikologi slh kaprah bgt,lgpt saat dewasa it terjadi karna ketraumaan dimasa lalunya it br bnr ,tp klo udah gede jln satu satunya tuk menghindari biar g terjadi lgbt y kuatkn iman dihati ,lgpt apapun it larangan dan sgt dilarang sm Allah,,strauma apapun it jgn sampai jd lgbt ,lgpt it aslinya penyakit kejiwaan yt tercipta dr ketraumaan ,laki pernah disakitin trs trs am cewek ahire milih gay ,cewek disakitin cowok trs trsan ahire milih lesby,tp terjadi keadaan it jua krn kurangnya menjiwai agamanya khususnya Islam bahkan semua agama it melarang krn sy tgl diluar negru dan sy pernah tanya jua sm ahli beda agama ,selain agama islam,it dilarang tdk diperbolehkn,,hdp it bljr agama masing masing dan hdp it secara ajaran agama masing masing pastu tuntunannya it lurus lurus aman dan normal,krn klo mau mlakukn menyimpang it takut kpd tuhan dan dilarang Tuhan pasti tdk akn brani krn it larangan Tuhan,perasaan it aslinya byk setan yg bisikin spya mnjlnkn hdp yg dilarang Tuhan.	0
Susah bgt jadi gay di Indonesia 😢	1
bersyukur tinggal di Indonesia yg orang2 bilang negara ini &quot;tertutup&quot;, daripada negara2 barat yg mereka bilang &quot;openminded&quot; tapi jauh dr apa yg saya yakini benar, saya menghormati setiap pilihan oranglain, tp kalau saya &quot;memilih pergaulan&quot; itu keharusan	0
Merasa terpanggil, karena guhe LGBT :&quot;	1
Buat para LGBT gw mau tanya, emang kalian ga takut sama Tuhan apa? Ga takut ama resikonya? Sanggup nahan siksa/azab yang di berikan-Nya? Jangan bahagia dengan jalan yg kalian pilih, cepet berubah sebelum terlambat, gw khawatir ama kalian, setiap penyakit ada obatnya, gw tau sulit buat kalian untuk berubah tapi itu lebih baik daripada kalian dapat resiko yang lebih besar dari itu❣️	0
3 menit lalu🙁 <br>Notifikasi nya baru muncul🙁	2
Menit 23 LGBT di rukiyah luhhh kira dia kerasukan jin 🤣😂 sumpahhh ngakakkk	2
TERHARU BANGETT DENGER PESAN PESANNYAAA:(<br>pleasee kita butuh orang orang yang bisa open minded kaya kakak, please..	1
Dari cutime aku tau kalau dunia udah gila :-)	0
PEJUANG NOTIF KAK RACHEL GODDARD, karena kontennya ga pernah ngebosenin. apalagi cu time thank you kak.	2
Di dalam AGAMA pun,,LGBT di haramkan!!!<br>Jadi jangan di sangkutpautkan dengan TAKDIR!<br>hal buruk dihidup sekalipun kalian yg memilih,jadi jngn salahin takdir!<br>🙏<br>Sorry yg ga suka komen gw😊	0
Sumpah di menit <a href="https://www.youtube.com/watch?v=1p80RXuWF54&amp;t=17m38s">17:38</a> itu kak rachel, mirip bgt dengan apa yg ku alami dulu dan skrng aku jadi bisex	1
LGBT yaa...jadi inget masa lalu ,oopss wkwkwkw🤣	2
salah ga si LGBT? mo tanya kak, misal nti kl Ashley ud gede, di ternyata gay, gmn k rachel mengedukasi Ashley?	2
Bentar bentar... Apa hubungannya lu bilang lu anak ustad pas diawal2 cerita? Gk ada hubungannya sama sekali sama cerita elu. Aneh	2
setuju kakk, kalau beda ya beda aja gpp, tapi jangan sampe menyakiti orang, itu namanya sudah kelewatan batas demokrasi, haha, kecuali dimintain pendapat, baru deh speak uppppppp, stay kece, stay save kak rach	2
Wajibb trending, biar pada dapet sex education dan bisa toleransi	1
gua cewe tapi gua gasuka cewe dan tetep straight, gua cuma suka sama orang-orang yg gay panggilannya fujoshi dan itu berlanjut sampe skrg😂	2
Kak rach buat behind the scene dong saat nge review produk <br>Like supaya di baca kak rach	2
Ya Allah kenapa harus LGBT? Itu penyakit..banyak komen &quot;menghargai&quot;..sama dengan membiarkan, kenapa tidak lebih ke mengingatkan atau setidaknya berdoa untuk mereka sadar dan tobat ..naudzubillah..	0
Cuma mau berbagi pengalaman dan pendapat aja, udah lama pengen nulis ini, dari sudut pandang gw yg gay tapi masih belum coming out, udah sadar gay dari kelas 1 smp krn baru tau istilah gay, skrg masih kuliah semester akhir, depresi, bingung, kecewa, sedih?? Sdh pasti ada... Fyi kebanyakan orang yg awalnya tau dia lgbt, dia pasti menolak, berusaha untuk tdk menerima nya, tapi apakah bisa??? Banyak yg ujung2 nya depresi bro, gw muslim yg didikan dari kecil taat banget,, Alhamdulillah masih menjaga shalat 5 waktu, masih ngaji,, Alhamdulillaah blum pernah pacaran dengan gay atau nge s*x krn mungkin tdk pernah ada kesempatan,,, krn sy tau itu dosa besar (sorry bawa agama), tapi pendapat gw,, gw nggak mau sampe lgbt di dukung apalagi di legalkan di indo,, gw takut bisa nyaman dan terima seutuhnya klu gw gay,, jujur selama hampir 9 tahun gw pendam ini sendiri,,, gw berusaha untuk suka perempuan, tapi nihil,,, jadi buat kalian yg suka ngatain kasar, ngehina, hujat dll,, coba di pikir2 dulu perasaan mereka yg sebagian besar kek gw,,, dan gw yakin masih banyak teman2 di luar sana yg kek gw, tapi pesan gw cuma 1, Allah ngasih ujian ini krn Allah tau kalian yg mampu melewati ini semua,,, keep strong dan tetap semangat,,,:)<br><br>Mohon di like teman2 spy di baca sama yg lain,, thanks:)	2
idk but i myself is like, questioning doe, pernah aku lg ngeshare ttg feminism dan hal2 yg masi tabu di story, eh malah dimarahin ortu ktnya hrs dihapus, gaboleh, lgbt itu penyakit dll, trus memang aku ngerti, agama gk bolehin, tp masa kita hrs benci ataupun hrs memusnahkan org2 lgbt juga.. kan gak logis gitu.. aku dlu sempet jd korban pelecehan seksual oleh guruku, jd ya gitu dah wkwk<br>.<br>.<br>[update : i came out to some of my closest friends as biromantic, and turns out some of them are too lol, but am still closeted to my parents and most of the ppl i know]	1
Aku punya saudara yang LGBT juga kak . Dia cewe udah punya ana 3 tapi udah cerai sama suaminya dulu . Sekarang dia pacaran sama cewe juga udah udah pernah di bawa ke rumah udah di panggilin ustadz buat misahin mereka tapi tetep ga bisa . Dia tetep milih pacar cewe nya itu di banding anaknya sendiri . Sampe sekarang mungkin masih sama pacar ceweknya itu . keluarga juga udah nyerah karena udah diceramahin apa aja tetep ga ngaruh . Tetep berdoa semoga suatu saat dia bisa sadar .. aminnn	0
Alasan suka nonton cutime nya kak rachel, selain menghibur sih juga jadi bisa banyak belajar bahwa setiap orang punya cerita masing² dan banyak hikmah jg yg bisa kita ambil. Yuk ambil sisi positifnya gaessss!	2
Gue seorang LGBT dan ortu gue tau kalo gue suka sm cwe, mereka welcome dgn tmn² gue yg jg LGBT <br>Gue bersyukur bgt punya ortu yg bs menerima keadaan gue yg seperti ini, mereka gk malu punya anak seorang LGBT<br>Gue rencananya tahun depan mw nikah sm pasangan gue ( pacar gue orang Rusia)<br>Dan yg bikin gue happy ternyata ortu gue mendukung :)	1
Kecilin volume biar gk ketauan takutnya dikira nonton yg aneh2, untung subtitel nyelamatin aku :v	2
Kak Rachel bikin cutime sahabat yang ngadu domba kak (gak maksa) semangat bikin video ya	2
<b>Masih banyak yang hate comment di sini</b><br><br>Mending simpen buat dirilu sendiri deh. Lu bilang lgbtq Najis? Gaada yang mau denger opini lu 😠	1
Tadi aku di notice ka rach dong seneng nya sampe ke ubun ubun;)	2
Suka banget sama Chanel ini🥰 soalnya kaya ada kesimpulannya gitu di setiap fidio jadi bikin orang orang sadar	2
Bagi kaum LGBT gua respect banget sama kalian. Karena kalian juga manusia yang punya perasaan, jadi kalian tidak pantas di hina.	1
1 menit yg lalu:3	2
Plis di pondok emng ngeri klo ga bisa jaga,dipesantren juga banyak yg belok😭	0
maaf sbelumnya .. d indonesia agamanya masih kuat .. tdk menerima yang bgnian .. lagipula klu basic keluarga bagus ngajarin ttg norma&quot; ga bakal belok anaknya .. maaf bukan ngejudge .. lingkungan jugag membuat terbentuknya sikap dan perilaku qta d masyarakat .. lgbt d blg ga nular  ? tp pernh dgr ga  kata&quot; ini  &quot; jika kamu berteman dengan siapa maka masa depanmu akan spt ap &quot; pengaruh teman lebh besar drpd keluarga .. maaf aq bukan pembela ataupun pembenci kaum apapun dan siapapun .. hanya ingin berkomentar yg ad d hati .. tq kak .. trs ad kak rachel blg &quot; adeknya ga boleh ikud campur k urusan kakak nya &quot; . maaf namanya qta sayang keluarga .. klu ad d jalan yg slah pasti akan d kasih tau supayaa bs kembali k arah yg benar .. lagipula kebahagiaan d dunia smua smntra .. mau smpai kapan menikmati dunia .. 🤣🤣🤣😂 sukses selalu kak ..	0
Btw ya kak, LGBT tu emang ga nular, tapi kadang lingkungan mempengaruhi juga :))	2
Tpi ka chel, klo kaum ini dibiarkan malah menjadi jadi, sedangkan kita butuh penerus, klo ada kaum seperti ini lama² makin sedikit yg memproduksi keturunan.	0
Gilaaa nihhh ilmunyaaaaa. secinta itu sama kak Rachelll😭♥️♥️♥️♥️  sehat sehat ya Bang Ben, kak Rachel sama Baby AJ. ♥️	2
lgbt bukan kelainan? bukan gangguan jiwa ? secara biologi normal ? lalu apakah gay lesbi bisa meneruskan keturunan secara alami ? :)	0
Ingin ikut saran... hehehe <br>Next cutime:<br>Kisah Bangkit dari Keterpurukan :&#39;)	2
Seneng banget ngikutin ka rachel ngomong &quot;jempolnya mana jempolnya mana&quot;dan lebih parahnya aku sampe ngikutin gerakannya 😂	2
Yt pling digemari<br>1)hirotada radifan<br>2)nessie judge<br>3)nadia omara<br>4)reachel (paling ditunggu2in yt nya cutime❤)	2
Semenjak menonton kak rach yg losss dollll ini, oh damn. Gw jadi bodoamat, bodoamat bodoamat. Pokoknya bodoamat more more wkwk.<br>Terimakasih loh kak rach ahahay	2
<a href="http://www.youtube.com/results?search_query=%23cutime">#CuTime</a> kali ini bener&quot;dapet pengetahuan baru buat akuu, secara tidak langsung belajar DARING sama kak Rach ❣	2
I love you, Kak.<br>Pesan yg disampaikan keren banget. 💖	2
Malam jum&#39;at nih seruu dah kalo liat video cutime<br>Huuu capcuss❤❤❤❤	2
Lagi pengen nonton cutime k Rachel cari** yg kelewatan belum di tonton, eh lagi asik nonton auto  dpt lonceng eh pindah nonton ini dulu ah :D :D :D	2
Akhirnya yg ditunggu tunggu❤️	2
Terharu tumben nonton pas viewersnya badu dikit 🥺🥺🥺💜💜💜	2
Woyy kalo orientasi seksual nular. Kenapa gw ga lurus2 dari dulu gaulnya sama yg straight? Dan semua temen gw yg straight gada tuh yg belok?<br>MASI BRANI BILANG NULAR?!	1
Yang Normal,PLEASE JANGAN SESEKALI NYOBA MASUK/NGIKUT/NYEMPLUNG KE DUNIA LGBT. KALAU UDAH NGRASAIN SUSAH KELUARNYA.	0
Lgbt itu salah satu rayuan setan. Teruntuk yang mendukung kaum lgbt, menurut saya salah. Kita harusnya membimbing mereka ke jalan yang benar bukan mendukung mereka dalam jerumusan setan	0
Cerita hijrah Dong kak, biar memotivasi yg lain agar lebih baik.	2
Semua agama mengajarkan kebaikan tapi tidak semua orang yang beragama adalah orang yang baik.	2
Bukannya LGBT gaditerima, tp kita coba buat ngelurusin agama kita melarang...😊 Insyaallah kalian balik ke jalan kalian masing&quot; ya🙏🏽	0
Astgfirullahh gimana nasib dunia ini klo pesantren aja udh bukan lagi tempat yg tepat untuk mendidik anak .. ya allahh lindungilah anak&quot; ku dr api neraka 😭	0
kalau menurut aku sih, bahwa persatuan itu tidak mungkin dicapai diatas persamaan	2
Sorry gak sependapat, LGBT memang pilihan kamu, tapi memang km harus menerima yg di berikan seperti halnya hukum sosial dan hukum tuhanmu, karena Tuhan hanya menciptakan 2 gender laki2 dan perempuan.. km pasti sadar kok ada sesuatu yg salah dari dirimu.. setiap orang tua pasti juga gak mau kalo anaknya LGBT itu suatu yg wajar.. intinya km harus menerima konsekuensi karena memilih jalanmu sendiri dan jangan kamu kaitkan itu dengan takdir tuhan tapi karena kamu sendiri yg gak sanggup menahan dan memilih hal yg buruk	0
LGBT = Lemper Getuk Bakso Tahu	2
Gua akhir akhir ini gtw knpa kepo gt tntang lgbt gt, kak Rachel malah pas bgt anjir huaaaa	2
Aku suka nih kak konten kayak gini. Hak kita sebenernya nih untuk mendukung, sekedar menerima, atau masih menolak LGBT (Bahkan kalau diluar negri jadi LGBTQ+ Saking banyaknya) tapi yg pasti mereka juga sama-sama manusia, tidak gangguan jiwa, jadi tetaplah jadi teman maupun keluarga. Mereka butuh dukungan kita. Dan untuk hal seperti ini , mereka jangan di judge tentang perihal agama dulu. Setiap orang punya cerita masing-masing. Kita belajar hargai juga pilihan mereka, bukankah berdamai dengan keadaan itu indah?	2
Terima kasih Kak krn sudah menjelaskan bahwa LGBT bukan gangguan jiwa atau penyakit	2
bagian fav pas ka chel ngomong “cutime, curhat time” nada bicaranya tuh beda 😹❤️	2
Aduhhh ka Rachel upload seseneng itu donkk😭😭❤️<br>sumpah pas ka rach upload wak Nadia apload juga dong, senengnya itu lhoooo🥀🥀🥀🥀🥀<br>Kak rach cu time nya banyak banyak in ya😵<br>Luvvvvvvv kaaaa❤️❤️<br>Btw aku udah nnton sampek akhir baru comment😉	2
kalo mau ngehujat orang karna lo ga suka sama orang itu mending hujat nya dalem ati deh kek gw	2
Sedihnya di kita tuh perbedaan atau menjadi berbeda itu dianggap sesuatu yang salah:&quot;	2
Orng menghargai aja susah banget ya:’ sedih akutu~..	2
